TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,METHODOLOGY,IFS_FLAG,value
2023-M01,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M02,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M03,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M04,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M05,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M06,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M07,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M08,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M09,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M10,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M11,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2023-M12,CPI,CP11,WGT_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.544488874368914
2020,CPI,CP11,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,1.504988456905377
2021,CPI,CP11,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,5.043776906057326
2022,CPI,CP11,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,8.21585472875348
2023,CPI,CP11,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,5.433435546987245
2024,CPI,CP11,YOY_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,3.92242041368117
2020-M01,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.611813054693301
2020-M02,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.670491973789131
2020-M03,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.649685036659664
2020-M04,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4467303956388342
2020-M05,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4341755771980932
2020-M06,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.7481550598015042
2020-M07,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9919929578656685
2020-M08,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.425720714983249
2020-M09,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.434737261619043
2020-M10,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.530673223036121
2020-M11,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.965342712533295
2020-M12,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.212241182381068
2021-M01,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.903674415433908
2021-M02,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.185280237731433
2021-M03,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.326427984863022
2021-M04,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.1739441599714
2021-M05,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.467933612490937
2021-M06,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.401946586737621
2021-M07,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.536314722003404
2021-M08,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.114999497672571
2021-M09,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.115880725278651
2021-M10,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.023400122760277
2021-M11,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.382572921311462
2021-M12,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.785311588905998
2022-M01,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.753415951699998
2022-M02,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,8.760439523765758
2022-M03,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,9.18597820781178
2022-M04,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,8.990758158174515
2022-M05,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,9.254736500466493
2022-M06,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,8.30351151867594
2022-M07,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.953436597779983
2022-M08,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.721620853977957
2022-M09,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.84077391502999
2022-M10,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,8.377329436535579
2022-M11,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.902159265411012
2022-M12,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.664185212612534
2023-M01,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.725558366574105
2023-M02,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,7.075952959948477
2023-M03,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,6.358166883884414
2023-M04,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.748782482759644
2023-M05,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.125101187514454
2023-M06,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.809600023601773
2023-M07,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.730942363705867
2023-M08,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.652286959387732
2023-M09,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.833007042047794
2023-M10,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.397341007778383
2023-M11,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.991214185097489
2023-M12,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,5.004452746584399
2024-M01,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.905880573145166
2024-M02,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.37810303694626
2024-M03,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,4.052349978270624
2024-M04,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.995770770060479
2024-M05,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.848762292302461
2024-M06,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.885182683105322
2024-M07,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.890777312694918
2024-M08,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.821201368913853
2024-M09,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.711291356579411
2024-M10,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.651059279370567
2024-M11,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.522227447508899
2024-M12,CPI,CP11,YOY_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,3.462066207448187
2020-Q1,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,2.308197062504902
2020-Q2,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,0.5434365976439673
2020-Q3,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.283906376292202
2020-Q4,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.902036549945679
2021-Q1,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,1.804331979001278
2021-Q2,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.683762711194295
2021-Q3,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,6.255563151359634
2021-Q4,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,7.397193472174309
2022-Q1,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,8.568962454761348
2022-Q2,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,8.84643501671153
2022-Q3,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,7.50491066270309
2022-Q4,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,7.980323847548972
2023-Q1,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,7.04778021764528
2023-Q2,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,5.225069827037095
2023-Q3,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.738838691396531
2023-Q4,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.797649026308304
2024-Q1,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,4.443866012986064
2024-Q2,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.909746102030264
2024-Q3,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.807520354118552
2024-Q4,CPI,CP11,YOY_PCH_PA_PT,USA,Q,,,0,PUBLIC_OPEN,PUB,,,3.54489228342533
2020,CPI,CP12,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,133.0257424192358
2021,CPI,CP12,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,134.6300579771096
2022,CPI,CP12,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,143.933977644813
2023,CPI,CP12,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,152.7023668752168
2024,CPI,CP12,IX,USA,A,2010A,,0,PUBLIC_OPEN,PUB,,,165.4175507971056
2020-M01,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,133.3205891107901
2020-M02,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.2381731339045
2020-M03,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.6969651454616
2020-M04,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.020678411378
2020-M05,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,129.1619672346038
2020-M06,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,131.143511779758
2020-M07,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.7341054511591
2020-M08,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,135.144833537696
2020-M09,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,133.6220810040991
2020-M10,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.6608025036935
2020-M11,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.6203851121992
2020-M12,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,132.9448166060861
2021-M01,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,133.6406511569478
2021-M02,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.1715390560354
2021-M03,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.7341054511591
2021-M04,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.7952777193668
2021-M05,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.5866365903015
2021-M06,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.3769030993039
2021-M07,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.5036170834483
2021-M08,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.5232795982293
2021-M09,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.3353933458773
2021-M10,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,134.870650692694
2021-M11,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,135.2234835968201
2021-M12,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,135.7991583351312
2022-M01,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,137.57206175122
2022-M02,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,139.3165637570696
2022-M03,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,140.5170695206443
2022-M04,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,141.2751687016459
2022-M05,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,141.9983123008146
2022-M06,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,143.5363579014635
2022-M07,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,144.8318991531464
2022-M08,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,146.2497849412446
2022-M09,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,147.7998465231485
2022-M10,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,148.1909120949044
2022-M11,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,148.1319245505613
2022-M12,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,147.7878305418934
2023-M01,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,148.91733277987
2023-M02,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,149.5978742636798
2023-M03,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,150.0413732081851
2023-M04,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,150.5689840214758
2023-M05,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,151.2331400763015
2023-M06,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,151.7640279753891
2023-M07,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,152.4183527728242
2023-M08,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,153.5063452573741
2023-M09,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,154.1934409127776
2023-M10,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,155.9772679481893
2023-M11,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,156.5310954478547
2023-M12,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,157.67916783868
2024-M01,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,160.0856411754907
2024-M02,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,160.9486071019911
2024-M03,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,163.6751424849595
2024-M04,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,164.9455594122
2024-M05,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,164.5861723364802
2024-M06,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,165.6916426119466
2024-M07,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,166.3459674093817
2024-M08,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,166.6660294555395
2024-M09,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,167.9309845731186
2024-M10,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,168.124332635132
2024-M11,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,168.0609756430598
2024-M12,CPI,CP12,IX,USA,M,2010A,,0,PUBLIC_OPEN,PUB,,,167.9495547259674
2020-Q1,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,134.0852424633854
2020-Q2,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,130.7753858085799
2020-Q3,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,134.5003399976514
2020-Q4,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,132.7420014073263
2021-Q1,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,134.1820985547141
2021-Q2,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,134.5862724696574
2021-Q3,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,134.4540966758516
2021-Q4,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,135.2977642082151
2022-Q1,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,139.1352316763113
2022-Q2,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,142.269946301308
2022-Q3,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,146.2938435391798
2022-Q4,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,148.036889062453
2023-Q1,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,149.5188600839116
2023-Q2,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,151.1887173577221
2023-Q3,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,153.372712980992
2023-Q4,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,156.7291770782413
2024-Q1,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,161.5697969208138
2024-Q2,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,165.0744581202089
2024-Q3,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,166.9809938126799
2024-Q4,CPI,CP12,IX,USA,Q,2010A,,0,PUBLIC_OPEN,PUB,,,168.0449543347197
2020,CPI,CP12,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,2.122341046299493
2021,CPI,CP12,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,1.206018871759225
2022,CPI,CP12,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,6.910729897542861
2023,CPI,CP12,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,6.091952278315842
2024,CPI,CP12,POP_PCH_PA_PT,USA,A,,,0,PUBLIC_OPEN,PUB,,,8.326775925011836
2020-M01,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.6955158615568545
2020-M02,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.6882538017829211
2020-M03,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.341774624047847
2020-M04,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.9868946053784
2020-M05,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-2.165351073160238
2020-M06,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.53415481939433
2020-M07,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,2.737911790429352
2020-M08,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3048434434336956
2020-M09,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-1.126756009634773
2020-M10,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.7194009352212611
2020-M11,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.03046671717003575
2020-M12,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2446316933949673
2021-M01,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5234010385853926
2021-M02,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3972503085637651
2021-M03,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4192889185602543
2021-M04,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.04540221497954343
2021-M05,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.1547837080017554
2021-M06,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.1558353015656784
2021-M07,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.09429744340123612
2021-M08,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.01461857696273034
2021-M09,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.1396682068063951
2021-M10,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3984484903681021
2021-M11,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2616083649881976
2021-M12,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.425720979077511
2022-M01,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.305533434687091
2022-M02,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.268064157535336
2022-M03,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.8617107192422986
2022-M04,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5395068254609612
2022-M05,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.5118688625995427
2022-M06,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.083143578066369
2022-M07,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.9025875190258611
2022-M08,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.978987223387105
2022-M09,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,1.059872725643072
2022-M10,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2645913246565186
2022-M11,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.03980510242444773
2022-M12,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,-0.2322888936411892
2023-M01,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.7642728320965644
2023-M02,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4569927966785292
2023-M03,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.2964607262557708
2023-M04,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3516435513814117
2023-M05,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4410975202774635
2023-M06,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.3510393944209263
2023-M07,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.4311461722281178
2023-M08,CPI,CP12,POP_PCH_PA_PT,USA,M,,,0,PUBLIC_OPEN,PUB,,,0.7138198679863218
