TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,METHODOLOGY,IFS_FLAG,value
2020,CPI,CP01,IX,USA,A,2010A,OL,0,PUBLIC_OPEN,PUB,,,115.9612863526748
2021,CPI,CP01,IX,USA,A,2010A,OL,0,PUBLIC_OPEN,PUB,,,119.9841749231569
2022,CPI,CP01,IX,USA,A,2010A,OL,0,PUBLIC_OPEN,PUB,,,133.70902680318
2023,CPI,CP01,IX,USA,A,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.3199601468186
2024,CPI,CP01,IX,USA,A,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.9562868856748
2020-M01,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,112.6636280475412
2020-M02,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,113.0925917295098
2020-M03,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,113.6092979827902
2020-M04,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.6423745219621
2020-M05,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.6324573636775
2020-M06,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,118.2022424563934
2020-M07,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.0377577136756
2020-M08,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.9391827261525
2020-M09,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.495053661488
2020-M10,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.7561148921811
2020-M11,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.0444251470968
2020-M12,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.4203099896299
2021-M01,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.828692080797
2021-M02,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.1135846271549
2021-M03,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.3518977838041
2021-M04,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,118.069003736994
2021-M05,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,118.4297231968313
2021-M06,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,119.30823215157
2021-M07,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,120.0448364539403
2021-M08,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,120.425054262958
2021-M09,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,121.7563582153302
2021-M10,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,123.0399995363726
2021-M11,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,123.4548810772665
2021-M12,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,123.9878359548638
2022-M01,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,125.4133819282746
2022-M02,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,127.2169792274608
2022-M03,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,129.1083190979587
2022-M04,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,130.8740029404052
2022-M05,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,132.6624348568955
2022-M06,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,133.9027465130926
2022-M07,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,135.8298333570879
2022-M08,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,136.7224244529014
2022-M09,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,137.4958589703902
2022-M10,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,138.3451204013584
2022-M11,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,138.2162146484436
2022-M12,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,138.7210052438915
2023-M01,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,139.6569260045502
2023-M02,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.1292193513642
2023-M03,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,139.8573257044598
2023-M04,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.0479762297792
2023-M05,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.1541339086502
2023-M06,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.0371438135679
2023-M07,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.5646824830595
2023-M08,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.6784228532785
2023-M09,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.763998941348
2023-M10,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.1788804822419
2023-M11,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.4325270052813
2023-M12,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.3382849842428
2024-M01,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.3164521681257
2024-M02,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.4832713777802
2024-M03,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.4713557199477
2024-M04,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.6251760301486
2024-M05,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.5926787815146
2024-M06,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.5688474658497
2024-M07,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.9501485164884
2024-M08,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.8277422133004
2024-M09,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.4105262054699
2024-M10,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.6185085967274
2024-M11,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.6228415632119
2024-M12,CPI,CP01,IX,USA,M,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.9878939895337
2020-Q1,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,113.1218392532804
2020-Q2,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.492358114011
2020-Q3,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.823998033772
2020-Q4,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,116.4069500096359
2021-Q1,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,117.0980581639187
2021-Q2,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,118.6023196951318
2021-Q3,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,120.7420829774095
2021-Q4,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,123.4942388561676
2022-Q1,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,127.2462267512314
2022-Q2,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,132.4797281034644
2022-Q3,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,136.6827055934598
2022-Q4,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,138.4274467645645
2023-Q1,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,139.8811570201247
2023-Q2,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.0797513173324
2023-Q3,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.6690347592287
2023-Q4,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,140.6498974905887
2024-Q1,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.4236930886179
2024-Q2,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,141.5955674258376
2024-Q3,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.0628056450862
2024-Q4,CPI,CP01,IX,USA,Q,2010A,OL,0,PUBLIC_OPEN,PUB,,,142.7430813831577
2020,CPI,CP01,POP_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,3.505030207025687
2021,CPI,CP01,POP_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,3.469165181772155
2022,CPI,CP01,POP_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,11.43888507698044
2023,CPI,CP01,POP_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,4.944268537209466
2024,CPI,CP01,POP_PCH_PA_PT,USA,A,,OL,0,PUBLIC_OPEN,PUB,,,1.166139683295299
2020-M01,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.5938563912100995
2020-M02,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3807472645808887
2020-M03,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.4568877990843438
2020-M04,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,2.669743227910234
2020-M05,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.8488191755123962
2020-M06,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.4843774460600855
2020-M07,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.9851629871974688
2020-M08,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.08422494539262838
2020-M09,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.3797949107482296
2020-M10,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.2240964079485239
2020-M11,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.6095524382097783
2020-M12,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3239146060283654
2021-M01,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3507825148408182
2021-M02,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.243854948030123
2021-M03,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.2034889098543934
2021-M04,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6110731626266624
2021-M05,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3055157987449652
2021-M06,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.7417976932012329
2021-M07,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6173960414018312
2021-M08,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3167298321603235
2021-M09,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.105504133272125
2021-M10,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.054270462633448
2021-M11,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3371924109697793
2021-M12,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.4317001263512136
2022-M01,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.149746636379517
2022-M02,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.438121890547293
2022-M03,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.486703961989407
2022-M04,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.367598815307028
2022-M05,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.366529544683279
2022-M06,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.9349381062808311
2022-M07,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,1.439169019439699
2022-M08,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6571392114329813
2022-M09,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.5656969005514054
2022-M10,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6176632789727063
2022-M11,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.09317694223029083
2022-M12,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3652180728084961
2023-M01,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.674678473539906
2023-M02,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3381811130502844
2023-M03,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.194030658390129
2023-M04,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.1363178684842538
2023-M05,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.07580093745647935
2023-M06,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.08347245409011761
2023-M07,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.3767133884092314
2023-M08,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.08091674822564886
2023-M09,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.06083099762836562
2023-M10,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.2947355460303229
2023-M11,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.5286580219443514
2023-M12,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.06710839934893131
2024-M01,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.6970066535961507
2024-M02,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.1180465594027463
2024-M03,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.008421955271788649
2024-M04,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.1087289433384649
2024-M05,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.02294595462820969
2024-M06,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.01683089540361974
2024-M07,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.2693396587343697
2024-M08,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,-0.08623189511758893
2024-M09,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.4109097297008563
2024-M10,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.146044254451685
2024-M11,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.003038151588551548
2024-M12,CPI,CP01,POP_PCH_PA_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,0.255956494991025
2020-Q1,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.9115594108040392
2020-Q2,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.863550035590374
2020-Q3,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,-0.5688540863146553
2020-Q4,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,-0.3569883167459634
2021-Q1,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.5937000790980193
2021-Q2,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.284616973842019
2021-Q3,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.804149604980728
2021-Q4,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,2.279367566710788
2022-Q1,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.038188606865863
2022-Q2,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,4.112893156717792
2022-Q3,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,3.172543867777979
2022-Q4,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.276490074972722
2023-Q1,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,1.050160419438098
2023-Q2,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.1419735877500128
2023-Q3,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.4206771045455065
2023-Q4,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,-0.0136044643177908
2024-Q1,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.5501572427956991
2024-Q2,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.1215315011693276
2024-Q3,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.329980823370987
2024-Q4,CPI,CP01,POP_PCH_PA_PT,USA,Q,,OL,0,PUBLIC_OPEN,PUB,,,0.47885562655367
2020-M01,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M02,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M03,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M04,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M05,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M06,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M07,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M08,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M09,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M10,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M11,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2020-M12,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,71.56
2021-M01,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M02,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M03,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M04,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M05,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M06,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M07,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M08,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M09,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M10,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M11,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2021-M12,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,77.1775
2022-M01,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M02,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M03,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M04,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M05,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M06,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M07,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M08,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M09,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M10,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M11,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2022-M12,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,76.3175
2023-M01,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M02,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M03,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M04,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M05,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M06,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M07,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M08,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M09,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M10,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M11,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2023-M12,CPI,CP01,WGT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,82.845
2020-M01,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M02,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M03,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M04,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M05,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M06,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M07,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M08,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M09,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M10,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M11,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2020-M12,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.156071560715607
2021-M01,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M02,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M03,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M04,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
2021-M05,CPI,CP01,WGT_PT,USA,M,,OL,0,PUBLIC_OPEN,PUB,,,7.717788897656044
